read_uid	y_sim
NC_039553.1_75_537_7:0:0_11:0:0_2116/F	0
NC_039553.1_76_674_4:0:0_12:0:0_2115/F	0
NC_039553.1_77_572_2:0:0_10:0:0_f56/F	0
NC_039553.1_79_661_9:0:0_8:0:0_2441/F	0
NC_039553.1_80_540_12:0:0_3:0:0_dc2/F	0
NC_039553.1_80_633_8:0:0_3:0:0_24cd/F	0
NC_039553.1_82_657_7:0:0_6:0:0_d05/F	0
NC_039553.1_89_578_7:0:0_6:0:0_18cf/F	0
NC_039553.1_90_584_5:0:0_3:0:0_21b3/F	0
NC_039553.1_92_583_5:0:0_12:0:0_1ff2/F	0
NC_039553.1_97_517_6:0:0_4:0:0_1732/F	0
NC_039553.1_100_698_3:0:0_10:0:0_8a7/F	0
NC_039553.1_100_622_7:0:0_6:0:0_12db/F	0
NC_039553.1_100_546_11:0:0_5:0:0_1db9/F	0
NC_039553.1_101_634_7:0:0_6:0:0_bd5/F	0
NC_039553.1_101_638_10:0:0_10:0:0_1ebf/F	0
NC_039553.1_104_623_5:0:0_5:0:0_1bb1/F	0
NC_039553.1_105_616_7:0:0_9:0:0_1718/F	0
NC_039553.1_106_546_8:0:0_3:0:0_241a/F	0
NC_039553.1_107_578_7:0:0_8:0:0_35b/F	0
NC_039553.1_109_569_11:0:0_4:0:0_7ae/F	0
NC_039553.1_111_587_6:0:0_6:0:0_f08/F	0
NC_039553.1_113_641_8:0:0_6:0:0_ba3/F	0
NC_039553.1_117_618_6:0:0_5:0:0_966/F	0
NC_039553.1_118_678_9:0:0_5:0:0_1352/F	0
NC_039553.1_121_636_7:0:0_3:0:0_1e68/F	0
NC_039553.1_121_618_8:0:0_6:0:0_2555/F	0
NC_039553.1_122_686_5:0:0_9:0:0_3b0/F	0
NC_039553.1_123_726_11:0:0_4:0:0_1b74/F	0
NC_039553.1_125_709_11:0:0_7:0:0_ab7/F	0
NC_039553.1_127_517_7:0:0_1:0:0_f2e/F	0
NC_039553.1_127_521_5:0:0_6:0:0_1877/F	0
NC_039553.1_128_711_14:0:0_11:0:0_1239/F	0
NC_039553.1_129_581_5:0:0_7:0:0_1c0d/F	0
NC_039553.1_132_657_5:0:0_4:0:0_459/F	0
NC_039553.1_132_613_7:0:0_7:0:0_1f05/F	0
NC_039553.1_135_609_6:0:0_8:0:0_ced/F	0
NC_039553.1_135_614_9:0:0_10:0:0_20ec/F	0
NC_039553.1_136_634_7:0:0_8:0:0_ebc/F	0
NC_039553.1_138_655_6:0:0_10:0:0_21c/F	0
NC_039553.1_138_592_3:0:0_8:0:0_ed9/F	0
NC_039553.1_139_623_8:0:0_10:0:0_17be/F	0
NC_039553.1_142_640_9:0:0_6:0:0_109/F	0
NC_039553.1_142_619_7:0:0_4:0:0_1258/F	0
NC_039553.1_146_632_7:0:0_11:0:0_286/F	0
NC_039553.1_148_728_4:0:0_8:0:0_1297/F	0
NC_039553.1_153_550_6:0:0_12:0:0_855/F	0
NC_039553.1_154_664_10:0:0_4:0:0_10ea/F	0
NC_039553.1_154_602_8:0:0_9:0:0_1fe0/F	0
NC_039553.1_155_692_7:0:0_8:0:0_130a/F	0
NC_039553.1_157_617_9:0:0_12:0:0_2394/F	0
NC_039553.1_159_611_4:0:0_9:0:0_79a/F	0
NC_039553.1_163_619_4:0:0_10:0:0_94/F	0
NC_039553.1_164_678_8:0:0_4:0:0_ad9/F	0
NC_039553.1_165_582_7:0:0_8:0:0_89e/F	0
NC_039553.1_174_695_10:0:0_3:0:0_b03/F	0
NC_039553.1_174_672_8:0:0_6:0:0_e5d/F	0
NC_039553.1_177_705_9:0:0_6:0:0_20d/F	0
NC_039553.1_180_631_4:0:0_3:0:0_1c44/F	0
NC_039553.1_184_718_9:0:0_10:0:0_315/F	0
NC_039553.1_184_707_8:0:0_4:0:0_1748/F	0
NC_039553.1_184_644_9:0:0_9:0:0_22d3/F	0
NC_039553.1_185_725_4:0:0_2:0:0_1b2a/F	0
NC_039553.1_187_657_9:0:0_13:0:0_1d71/F	0
NC_039553.1_187_655_5:0:0_8:0:0_20c4/F	0
NC_039553.1_188_673_8:0:0_6:0:0_220f/F	0
NC_039553.1_188_643_9:0:0_7:0:0_263e/F	0
NC_039553.1_189_661_10:0:0_6:0:0_1779/F	0
NC_039553.1_189_711_6:0:0_11:0:0_1af0/F	0
NC_039553.1_190_608_6:0:0_6:0:0_aa1/F	0
NC_039553.1_191_683_6:0:0_9:0:0_291/F	0
NC_039553.1_191_703_9:0:0_13:0:0_17eb/F	0
NC_039553.1_192_704_11:0:0_5:0:0_8/F	0
NC_039553.1_198_699_5:0:0_5:0:0_26df/F	0
NC_039553.1_201_682_4:0:0_8:0:0_1619/F	0
NC_039553.1_201_757_10:0:0_9:0:0_2057/F	0
NC_039553.1_207_813_7:0:0_7:0:0_d07/F	0
NC_039553.1_208_738_5:0:0_9:0:0_1036/F	0
NC_039553.1_208_656_11:0:0_7:0:0_146b/F	0
NC_039553.1_208_670_6:0:0_6:0:0_1798/F	0
NC_039553.1_208_757_11:0:0_4:0:0_1d6a/F	0
NC_039553.1_211_673_3:0:0_9:0:0_cd/F	0
NC_039553.1_211_761_3:0:0_7:0:0_2443/F	0
NC_039553.1_210_686_6:0:0_1:0:0_2014/F	0
NC_039553.1_216_745_10:0:0_6:0:0_172a/F	0
NC_039553.1_216_696_5:0:0_6:0:0_2634/F	0
NC_039553.1_218_709_7:0:0_9:0:0_e3d/F	0
NC_039553.1_218_815_8:0:0_4:0:0_1d9f/F	0
NC_039553.1_221_700_13:0:0_9:0:0_2597/F	0
NC_039553.1_223_689_9:0:0_4:0:0_69a/F	0
NC_039553.1_214_732_9:0:0_5:0:0_2204/F	0
NC_039553.1_233_750_8:0:0_9:0:0_2154/F	0
NC_039553.1_233_711_5:0:0_4:0:0_2623/F	0
NC_039553.1_234_698_10:0:0_9:0:0_109c/F	0
NC_039553.1_235_722_7:0:0_4:0:0_29a/F	0
NC_039553.1_235_779_7:0:0_9:0:0_12dc/F	0
NC_039553.1_235_723_5:0:0_13:0:0_1d32/F	0
NC_039553.1_236_742_11:0:0_9:0:0_1c2b/F	0
NC_039553.1_236_803_4:0:0_6:0:0_22b4/F	0
NC_039553.1_239_765_8:0:0_8:0:0_2114/F	0
NC_039553.1_240_769_16:0:0_11:0:0_c96/F	0
NC_039553.1_241_790_9:0:0_6:0:0_160a/F	0
NC_039553.1_242_775_8:0:0_8:0:0_5e5/F	0
NC_039553.1_10_391_9:0:0_8:0:0_256b/R	0
NC_039553.1_246_791_5:0:0_7:0:0_a35/F	0
NC_039553.1_246_689_3:0:0_8:0:0_cf7/F	0
NC_039553.1_249_740_6:0:0_4:0:0_25f1/F	0
NC_039553.1_252_838_11:0:0_4:0:0_1602/F	0
NC_039553.1_252_739_5:0:0_4:0:0_2192/F	0
NC_039553.1_255_804_6:0:0_11:0:0_265e/F	0
NC_039553.1_257_708_7:0:0_7:0:0_e9f/F	0
NC_039553.1_258_731_7:0:0_4:0:0_6e5/F	0
NC_039553.1_258_706_11:0:0_8:0:0_1dd4/F	0
NC_039553.1_260_854_6:0:0_6:0:0_403/F	0
NC_039553.1_261_675_7:0:0_5:0:0_118b/F	0
NC_039553.1_265_715_9:0:0_7:0:0_138f/F	0
NC_039553.1_265_812_8:0:0_10:0:0_1c12/F	0
NC_039553.1_265_772_3:0:0_10:0:0_2686/F	0
NC_039553.1_269_762_9:0:0_4:0:0_1255/F	0
NC_039553.1_271_712_7:0:0_6:0:0_1199/F	0
NC_039553.1_272_714_5:0:0_14:0:0_1a52/F	0
NC_039553.1_273_800_6:0:0_4:0:0_1f3e/F	0
NC_039553.1_274_859_6:0:0_3:0:0_bd4/F	0
NC_039553.1_274_814_5:0:0_6:0:0_17b1/F	0
NC_039553.1_43_423_11:0:0_5:0:0_12c2/R	0
NC_039553.1_275_710_6:0:0_12:0:0_79f/F	0
NC_039553.1_275_817_10:0:0_12:0:0_2047/F	0
NC_039553.1_276_760_4:0:0_10:0:0_152b/F	0
NC_039553.1_276_772_11:0:0_5:0:0_2627/F	0
NC_039553.1_12_427_9:0:0_9:0:0_157/R	0
NC_039553.1_280_845_8:0:0_7:0:0_153/F	0
NC_039553.1_4_430_13:0:0_11:0:0_243d/R	0
NC_039553.1_282_775_6:0:0_2:0:0_201c/F	0
NC_039553.1_285_755_5:0:0_10:0:0_f17/F	0
NC_039553.1_287_729_8:0:0_5:0:0_1bd7/F	0
NC_039553.1_288_821_12:0:0_10:0:0_1a63/F	0
NC_039553.1_289_791_13:0:0_7:0:0_216a/F	0
NC_039553.1_291_744_5:0:0_5:0:0_132f/F	0
NC_039553.1_292_814_9:0:0_9:0:0_b4a/F	0
NC_039553.1_291_803_6:0:0_7:0:0_d88/F	0
NC_039553.1_23_443_2:0:0_8:0:0_1909/R	0
NC_039553.1_298_807_4:0:0_6:0:0_3c1/F	0
NC_039553.1_300_804_6:0:0_8:0:0_1d9d/F	0
NC_039553.1_301_812_8:0:0_9:0:0_205f/F	0
NC_039553.1_302_820_4:0:0_14:0:0_32/F	0
NC_039553.1_34_452_2:0:0_16:0:0_d95/R	0
NC_039553.1_304_830_5:0:0_9:0:0_ace/F	0
NC_039553.1_304_793_9:0:0_11:0:0_fd1/F	0
NC_039553.1_305_872_17:0:0_7:0:0_202/F	0
NC_039553.1_305_810_8:0:0_7:0:0_1648/F	0
NC_039553.1_305_803_7:0:0_8:0:0_1dc2/F	0
NC_039553.1_306_861_8:0:0_7:0:0_6b4/F	0
NC_039553.1_308_824_7:0:0_11:0:0_18f6/F	0
NC_039553.1_310_934_10:0:0_8:0:0_1706/F	0
NC_039553.1_312_859_7:0:0_4:0:0_7f6/F	0
NC_039553.1_313_909_14:0:0_8:0:0_702/F	0
NC_039553.1_314_752_7:0:0_7:0:0_8e0/F	0
NC_039553.1_314_837_9:0:0_11:0:0_1b15/F	0
NC_039553.1_317_771_6:0:0_11:0:0_88f/F	0
NC_039553.1_319_796_14:0:0_3:0:0_13cd/F	0
NC_039553.1_321_864_7:0:0_5:0:0_2602/F	0
NC_039553.1_323_768_5:0:0_7:0:0_2136/F	0
NC_039553.1_325_878_6:0:0_4:0:0_27d/F	0
NC_039553.1_323_821_8:0:0_4:0:0_bab/F	0
NC_039553.1_325_851_12:0:0_12:0:0_21f4/F	0
NC_039553.1_327_871_9:0:0_13:0:0_26fd/F	0
NC_039553.1_55_477_15:0:0_11:0:0_2408/R	0
NC_039553.1_67_479_5:0:0_7:0:0_1539/R	0
NC_039553.1_18_482_5:0:0_7:0:0_1e4b/R	0
NC_039553.1_335_801_8:0:0_5:0:0_24b4/F	0
NC_039553.1_337_863_6:0:0_7:0:0_1a28/F	0
NC_039553.1_32_487_8:0:0_8:0:0_20f5/R	0
NC_039553.1_339_912_5:0:0_7:0:0_610/F	0
NC_039553.1_339_878_7:0:0_8:0:0_fce/F	0
NC_039553.1_340_821_6:0:0_9:0:0_3b5/F	0
NC_039553.1_340_807_7:0:0_10:0:0_24b3/F	0
NC_039553.1_12_489_8:0:0_9:0:0_86f/R	0
NC_039553.1_341_864_6:0:0_8:0:0_1c37/F	0
NC_039553.1_38_482_5:0:0_6:0:0_1022/R	0
NC_039553.1_340_720_5:0:0_4:0:0_c7d/F	0
NC_039553.1_344_811_12:0:0_5:0:0_1eac/F	0
NC_039553.1_5_495_6:0:0_11:0:0_1d49/R	0
NC_039553.1_336_907_8:0:0_8:0:0_d58/F	0
NC_039553.1_62_500_6:0:0_4:0:0_1b5e/R	0
NC_039553.1_352_886_9:0:0_10:0:0_856/F	0
NC_039553.1_353_844_11:0:0_5:0:0_1a14/F	0
NC_039553.1_356_907_6:0:0_11:0:0_2415/F	0
NC_039553.1_357_848_7:0:0_4:0:0_1b47/F	0
NC_039553.1_57_508_7:0:0_5:0:0_2c/R	0
NC_039553.1_11_509_6:0:0_11:0:0_a19/R	0
NC_039553.1_361_927_6:0:0_2:0:0_22af/F	0
NC_039553.1_361_979_8:0:0_3:0:0_240d/F	0
NC_039553.1_362_808_9:0:0_6:0:0_16fa/F	0
NC_039553.1_363_926_10:0:0_5:0:0_54a/F	0
NC_039553.1_363_815_6:0:0_5:0:0_757/F	0
NC_039553.1_363_869_5:0:0_7:0:0_198e/F	0
NC_039553.1_363_866_10:0:0_7:0:0_2553/F	0
NC_039553.1_364_903_6:0:0_6:0:0_142/F	0
NC_039553.1_363_834_7:0:0_4:0:0_1a05/F	0
NC_039553.1_14_515_7:0:0_7:0:0_20a4/R	0
NC_039553.1_367_814_9:0:0_5:0:0_b91/F	0
NC_039553.1_19_516_6:0:0_8:0:0_c1a/R	0
NC_039553.1_127_517_7:0:0_1:0:0_f2e/R	0
NC_039553.1_97_517_6:0:0_4:0:0_1732/R	0
NC_039553.1_369_879_4:0:0_8:0:0_1e69/F	0
NC_039553.1_370_845_1:0:0_9:0:0_ec3/F	0
NC_039553.1_370_893_7:0:0_7:0:0_12e0/F	0
NC_039553.1_17_520_4:0:0_8:0:0_25c/R	0
NC_039553.1_34_520_8:0:0_3:0:0_691/R	0
NC_039553.1_372_847_6:0:0_6:0:0_858/F	0
NC_039553.1_372_909_12:0:0_10:0:0_85b/F	0
NC_039553.1_372_889_5:0:0_7:0:0_f92/F	0
NC_039553.1_127_521_5:0:0_6:0:0_1877/R	0
NC_039553.1_18_522_8:0:0_9:0:0_c84/R	0
NC_039553.1_6_523_6:0:0_9:0:0_82c/R	0
NC_039553.1_376_937_7:0:0_7:0:0_d01/F	0
NC_039553.1_20_525_9:0:0_10:0:0_1b37/R	0
NC_039553.1_15_525_9:0:0_9:0:0_1e76/R	0
NC_039553.1_377_848_8:0:0_9:0:0_1def/F	0
NC_039553.1_379_857_8:0:0_7:0:0_196e/F	0
NC_039553.1_41_525_6:0:0_11:0:0_45e/R	0
NC_039553.1_381_1002_14:0:0_10:0:0_1db/F	0
NC_039553.1_383_922_2:0:0_7:0:0_bf1/F	0
NC_039553.1_63_532_12:0:0_9:0:0_807/R	0
NC_039553.1_386_755_8:0:0_3:0:0_254f/F	0
NC_039553.1_28_536_8:0:0_5:0:0_1f82/R	0
NC_039553.1_388_933_5:0:0_11:0:0_23fc/F	0
NC_039553.1_75_537_7:0:0_11:0:0_2116/R	0
NC_039553.1_390_830_3:0:0_7:0:0_1f07/F	0
NC_039553.1_391_859_7:0:0_5:0:0_240b/F	0
NC_039553.1_80_540_12:0:0_3:0:0_dc2/R	0
NC_039553.1_3_540_8:0:0_6:0:0_ef2/R	0
NC_039553.1_392_815_6:0:0_3:0:0_ea2/F	0
NC_039553.1_387_811_11:0:0_12:0:0_156c/F	0
NC_039553.1_48_505_7:0:0_13:0:0_54b/R	0
NC_039553.1_393_795_9:0:0_7:0:0_99d/F	0
NC_039553.1_36_542_8:0:0_9:0:0_1c3d/R	0
NC_039553.1_394_971_7:0:0_5:0:0_2697/F	0
NC_039553.1_396_943_8:0:0_9:0:0_19ba/F	0
NC_039553.1_53_545_8:0:0_11:0:0_237d/R	0
NC_039553.1_100_546_11:0:0_5:0:0_1db9/R	0
NC_039553.1_106_546_8:0:0_3:0:0_241a/R	0
NC_039553.1_153_550_6:0:0_12:0:0_855/R	0
NC_039553.1_74_552_7:0:0_8:0:0_b38/R	0
NC_039553.1_48_553_10:0:0_6:0:0_5d2/R	0
NC_039553.1_405_903_6:0:0_6:0:0_104f/F	0
NC_039553.1_70_555_6:0:0_4:0:0_49b/R	0
NC_039553.1_68_556_5:0:0_4:0:0_499/R	0
NC_039553.1_409_939_8:0:0_9:0:0_919/F	0
NC_039553.1_21_560_10:0:0_9:0:0_169b/R	0
NC_039553.1_412_880_10:0:0_12:0:0_454/F	0
NC_039553.1_414_997_4:0:0_13:0:0_225f/F	0
NC_039553.1_67_566_8:0:0_8:0:0_22d5/R	0
NC_039553.1_418_876_7:0:0_7:0:0_11ef/F	0
NC_039553.1_419_876_10:0:0_9:0:0_77d/F	0
NC_039553.1_75_568_9:0:0_6:0:0_b90/R	0
NC_039553.1_109_569_11:0:0_4:0:0_7ae/R	0
NC_039553.1_421_952_8:0:0_6:0:0_af5/F	0
NC_039553.1_421_1003_9:0:0_5:0:0_b02/F	0
NC_039553.1_422_841_10:0:0_11:0:0_1ba2/F	0
NC_039553.1_422_905_8:0:0_5:0:0_1c04/F	0
NC_039553.1_422_813_6:0:0_7:0:0_25de/F	0
NC_039553.1_59_571_5:0:0_6:0:0_675/R	0
NC_039553.1_25_571_7:0:0_8:0:0_1932/R	0
NC_039553.1_423_910_5:0:0_9:0:0_5b6/F	0
NC_039553.1_423_858_12:0:0_13:0:0_137a/F	0
NC_039553.1_423_863_7:0:0_8:0:0_2537/F	0
NC_039553.1_77_572_2:0:0_10:0:0_f56/R	0
NC_039553.1_51_572_3:0:0_4:0:0_1a7e/R	0
NC_039553.1_425_928_8:0:0_11:0:0_20f7/F	0
NC_039553.1_9_574_7:0:0_7:0:0_181b/R	0
NC_039553.1_35_574_7:0:0_8:0:0_2035/R	0
NC_039553.1_427_911_6:0:0_11:0:0_2147/F	0
NC_039553.1_70_576_6:0:0_6:0:0_1b1a/R	0
NC_039553.1_429_883_6:0:0_6:0:0_1ba1/F	0
NC_039553.1_107_578_7:0:0_8:0:0_35b/R	0
NC_039553.1_89_578_7:0:0_6:0:0_18cf/R	0
NC_039553.1_431_935_6:0:0_11:0:0_25a5/F	0
NC_039553.1_44_580_4:0:0_8:0:0_977/R	0
NC_039553.1_129_581_5:0:0_7:0:0_1c0d/R	0
NC_039553.1_165_582_7:0:0_8:0:0_89e/R	0
NC_039553.1_434_964_8:0:0_9:0:0_261b/F	0
NC_039553.1_92_583_5:0:0_12:0:0_1ff2/R	0
NC_039553.1_68_584_6:0:0_7:0:0_3e1/R	0
NC_039553.1_90_584_5:0:0_3:0:0_21b3/R	0
NC_039553.1_436_982_5:0:0_9:0:0_69/F	0
NC_039553.1_436_974_7:0:0_6:0:0_1b9d/F	0
NC_039553.1_64_585_8:0:0_7:0:0_1e87/R	0
NC_039553.1_438_870_10:0:0_12:0:0_b1b/F	0
NC_039553.1_438_919_7:0:0_8:0:0_1cd2/F	0
NC_039553.1_111_587_6:0:0_6:0:0_f08/R	0
NC_039553.1_71_588_8:0:0_5:0:0_414/R	0
NC_039553.1_62_589_7:0:0_8:0:0_f24/R	0
NC_039553.1_74_589_6:0:0_7:0:0_242a/R	0
NC_039553.1_441_864_7:0:0_2:0:0_b60/F	0
NC_039553.1_39_591_8:0:0_6:0:0_2233/R	0
NC_039553.1_443_957_8:0:0_11:0:0_8b4/F	0
NC_039553.1_138_592_3:0:0_8:0:0_ed9/R	0
NC_039553.1_444_997_8:0:0_7:0:0_117a/F	0
NC_039553.1_444_986_8:0:0_13:0:0_11ca/F	0
NC_039553.1_55_593_6:0:0_7:0:0_1a5/R	0
NC_039553.1_18_593_8:0:0_3:0:0_eca/R	0
NC_039553.1_12_593_13:0:0_13:0:0_2375/R	0
NC_039553.1_446_848_7:0:0_7:0:0_214b/F	0
NC_039553.1_66_597_6:0:0_11:0:0_14ca/R	0
NC_039553.1_451_967_9:0:0_5:0:0_11b3/F	0
NC_039553.1_452_906_6:0:0_7:0:0_1da1/F	0
NC_039553.1_154_602_8:0:0_9:0:0_1fe0/R	0
NC_039553.1_454_1009_9:0:0_7:0:0_af1/F	0
NC_039553.1_454_894_8:0:0_2:0:0_d09/F	0
NC_039553.1_49_603_10:0:0_3:0:0_a2c/R	0
NC_039553.1_456_982_6:0:0_7:0:0_a26/F	0
NC_039553.1_457_969_3:0:0_4:0:0_1e5d/F	0
NC_039553.1_190_608_6:0:0_6:0:0_aa1/R	0
NC_039553.1_460_948_8:0:0_3:0:0_1dd5/F	0
NC_039553.1_457_950_6:0:0_6:0:0_25f4/F	0
NC_039553.1_135_609_6:0:0_8:0:0_ced/R	0
NC_039553.1_68_606_5:0:0_9:0:0_24bb/R	0
NC_039553.1_159_611_4:0:0_9:0:0_79a/R	0
NC_039553.1_132_613_7:0:0_7:0:0_1f05/R	0
NC_039553.1_465_959_15:0:0_13:0:0_41e/F	0
NC_039553.1_465_956_8:0:0_3:0:0_f9a/F	0
NC_039553.1_465_981_8:0:0_12:0:0_15c7/F	0
NC_039553.1_465_1020_7:0:0_4:0:0_1a1c/F	0
NC_039553.1_135_614_9:0:0_10:0:0_20ec/R	0
NC_039553.1_105_616_7:0:0_9:0:0_1718/R	0
NC_039553.1_468_956_6:0:0_8:0:0_1661/F	0
NC_039553.1_157_617_9:0:0_12:0:0_2394/R	0
NC_039553.1_121_618_8:0:0_6:0:0_2555/R	0
NC_039553.1_163_619_4:0:0_10:0:0_94/R	0
NC_039553.1_142_619_7:0:0_4:0:0_1258/R	0
NC_039553.1_473_1024_7:0:0_8:0:0_393/F	0
NC_039553.1_117_618_6:0:0_5:0:0_966/R	0
NC_039553.1_100_622_7:0:0_6:0:0_12db/R	0
NC_039553.1_474_946_8:0:0_7:0:0_820/F	0
NC_039553.1_139_623_8:0:0_10:0:0_17be/R	0
NC_039553.1_104_623_5:0:0_5:0:0_1bb1/R	0
NC_039553.1_474_1011_10:0:0_10:0:0_241/F	0
NC_039553.1_477_919_7:0:0_11:0:0_22b2/F	0
NC_039553.1_480_939_5:0:0_7:0:0_412/F	0
NC_039553.1_480_964_7:0:0_3:0:0_c1d/F	0
NC_039553.1_59_610_11:0:0_13:0:0_299/R	0
NC_039553.1_481_933_8:0:0_7:0:0_33c/F	0
NC_039553.1_49_630_10:0:0_10:0:0_19c9/R	0
NC_039553.1_180_631_4:0:0_3:0:0_1c44/R	0
NC_039553.1_146_632_7:0:0_11:0:0_286/R	0
NC_039553.1_80_633_8:0:0_3:0:0_24cd/R	0
NC_039553.1_101_634_7:0:0_6:0:0_bd5/R	0
NC_039553.1_136_634_7:0:0_8:0:0_ebc/R	0
NC_039553.1_121_636_7:0:0_3:0:0_1e68/R	0
NC_039553.1_488_940_9:0:0_6:0:0_215e/F	0
NC_039553.1_489_1084_6:0:0_6:0:0_9da/F	0
NC_039553.1_489_972_4:0:0_5:0:0_1920/F	0
NC_039553.1_489_1037_7:0:0_10:0:0_2349/F	0
NC_039553.1_101_638_10:0:0_10:0:0_1ebf/R	0
NC_039553.1_490_961_7:0:0_2:0:0_bbe/F	0
NC_039553.1_490_1037_8:0:0_11:0:0_243a/F	0
NC_039553.1_491_1020_5:0:0_4:0:0_151d/F	0
NC_039553.1_142_640_9:0:0_6:0:0_109/R	0
NC_039553.1_113_641_8:0:0_6:0:0_ba3/R	0
NC_039553.1_493_1067_12:0:0_6:0:0_88d/F	0
NC_039553.1_494_1014_7:0:0_5:0:0_791/F	0
NC_039553.1_188_643_9:0:0_7:0:0_263e/R	0
NC_039553.1_184_644_9:0:0_9:0:0_22d3/R	0
NC_039553.1_498_931_8:0:0_10:0:0_1379/F	0
NC_039553.1_499_970_4:0:0_8:0:0_1d94/F	0
NC_039553.1_499_1044_6:0:0_6:0:0_1dc8/F	0
NC_039553.1_499_990_6:0:0_6:0:0_1fcf/F	0
NC_039553.1_500_970_5:0:0_5:0:0_2262/F	0
NC_039553.1_502_935_8:0:0_5:0:0_1d23/F	0
NC_039553.1_502_1009_9:0:0_9:0:0_200d/F	0
NC_039553.1_503_1013_12:0:0_5:0:0_1047/F	0
NC_039553.1_506_1091_4:0:0_15:0:0_a06/F	0
NC_039553.1_138_655_6:0:0_10:0:0_21c/R	0
NC_039553.1_187_655_5:0:0_8:0:0_20c4/R	0
NC_039553.1_208_656_11:0:0_7:0:0_146b/R	0
NC_039553.1_508_998_4:0:0_12:0:0_1d8b/F	0
NC_039553.1_132_657_5:0:0_4:0:0_459/R	0
NC_039553.1_82_657_7:0:0_6:0:0_d05/R	0
NC_039553.1_187_657_9:0:0_13:0:0_1d71/R	0
NC_039553.1_510_1021_8:0:0_9:0:0_1b18/F	0
NC_039553.1_511_935_9:0:0_5:0:0_14d2/F	0
NC_039553.1_512_997_6:0:0_4:0:0_13db/F	0
NC_039553.1_189_661_10:0:0_6:0:0_1779/R	0
NC_039553.1_79_661_9:0:0_8:0:0_2441/R	0
